Provider,PotentialFraud,IP_TotalClaims,IP_AvgClaimAmt,IP_TotalClaimAmt,IP_AvgClaimDuration,IP_MaxClaimDuration,IP_UniquePatients,IP_UniqueAdmittingDoctors,IP_AvgDeductible,OP_TotalClaims,OP_AvgClaimAmt,OP_TotalClaimAmt,OP_UniquePatients,OP_AvgDeductible,Bene_AvgAge,Bene_AvgChronicCond,Bene_AvgIPReimbursement,Bene_AvgOPReimbursement,IP_ClaimPerPatient,OP_ClaimPerPatient,IP_OP_ClaimRatio,AvgClaimAmtRatio,FraudProbability,RiskScore
PRV51027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,563.0188679245283,29840.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2045454545454546,0.0,0.0,0.0047912956,0.5
PRV51029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,329.6774193548387,30660.0,79.0,1.7204301075268817,0.0,0.0,0.0,0.0,0.0,1.1772151898734178,0.0,0.0,0.02850962,2.9
PRV51030,0,82.0,8604.878048780487,705600.0,4.621951219512195,23.0,71.0,1.0,1054.9756097560976,89.0,383.82022471910113,34160.0,78.0,2.696629213483146,72.8584363514868,5.304878048780488,12525.853658536585,2348.9024390243903,1.1549295774647887,1.141025641025641,0.9213483146067416,22.419032387045178,0.57694286,57.7
PRV51031,0,28.0,11750.0,329000.0,5.535714285714286,18.0,26.0,2.0,1068.0,157.0,195.6687898089172,30720.0,135.0,2.1656050955414012,72.93297455968688,5.285714285714286,16102.5,1628.2142857142858,1.0769230769230769,1.162962962962963,0.17834394904458598,60.050455729166664,0.08615133,8.6
PRV51032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,235.65217391304347,5420.0,21.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,1.0952380952380953,0.0,0.0,0.10963303,11.0
PRV51035,0,1.0,29000.0,29000.0,14.0,14.0,1.0,1.0,1068.0,29.0,122.75862068965517,3560.0,24.0,12.413793103448276,87.64383561643835,8.0,29840.0,4050.0,1.0,1.2083333333333333,0.034482758620689655,236.23595505617976,0.034987405,3.5
PRV51036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,269.3525179856115,74880.0,131.0,5.071942446043166,0.0,0.0,0.0,0.0,0.0,2.122137404580153,0.0,0.0,0.63979423,64.0
PRV51037,1,23.0,9304.347826086956,214000.0,4.565217391304348,17.0,21.0,1.0,1068.0,431.0,297.51740139211137,128230.0,202.0,2.2273781902552203,71.54794520547945,6.0,13172.608695652174,1396.5217391304348,1.0952380952380953,2.133663366336634,0.05336426914153132,31.273289503575434,0.98381513,98.4
PRV51038,0,30.0,7653.333333333333,229600.0,4.033333333333333,24.0,26.0,2.0,1032.4,111.0,323.3333333333333,35890.0,83.0,1.981981981981982,71.82383561643836,4.966666666666667,12401.0,1053.3333333333333,1.1538461538461537,1.3373493975903614,0.2702702702702703,23.670103092783506,0.23776716,23.8
PRV51040,0,9.0,7000.0,63000.0,10.555555555555555,33.0,8.0,4.0,949.3333333333334,77.0,148.96103896103895,11470.0,62.0,3.116883116883117,76.42983257229832,5.777777777777778,28271.11111111111,2814.4444444444443,1.125,1.2419354838709677,0.11688311688311688,46.99215344376635,0.018761102,1.9
PRV51041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,217.94117647058823,7410.0,31.0,7.9411764705882355,0.0,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.012819699,1.3
PRV51042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,338.38028169014086,48050.0,128.0,2.183098591549296,0.0,0.0,0.0,0.0,0.0,1.109375,0.0,0.0,0.026360445,2.6
PRV51043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,194.7826086956522,4480.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.011053291,1.1
PRV51044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,361.52542372881356,21330.0,39.0,2.2033898305084745,0.0,0.0,0.0,0.0,0.0,1.5128205128205128,0.0,0.0,0.089627646,9.0
PRV51045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,270.64516129032256,8390.0,29.0,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,1.0689655172413792,0.0,0.0,0.17373285,17.4
PRV51046,0,8.0,12625.0,101000.0,4.5,9.0,7.0,1.0,1068.0,30.0,279.0,8370.0,19.0,3.3333333333333335,75.65616438356165,5.875,17617.5,1748.75,1.1428571428571428,1.5789473684210527,0.26666666666666666,45.25089605734767,0.061885703,6.2
PRV51047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,230.0,2530.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.026274655,2.6
PRV51048,0,4.0,4750.0,19000.0,4.75,10.0,4.0,4.0,1068.0,34.0,255.88235294117646,8700.0,30.0,2.3529411764705883,67.73356164383561,6.0,8075.0,1242.5,1.0,1.1333333333333333,0.11764705882352941,18.563218390804597,0.15143183,15.1
PRV51049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,305.9154929577465,21720.0,65.0,2.676056338028169,0.0,0.0,0.0,0.0,0.0,1.0923076923076922,0.0,0.0,0.009235186,0.9
PRV51052,1,2.0,7000.0,14000.0,9.0,14.0,2.0,2.0,1068.0,44.0,381.8181818181818,16800.0,36.0,4.7727272727272725,74.17671232876712,6.0,7000.0,2500.0,1.0,1.2222222222222223,0.045454545454545456,18.333333333333332,0.89264506,89.3
PRV51053,0,1.0,8000.0,8000.0,5.0,5.0,1.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,68.71506849315068,4.0,8000.0,90.0,1.0,0.0,0.0,0.0,0.001489943,0.1
PRV51054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,265.43859649122805,15130.0,40.0,2.456140350877193,0.0,0.0,0.0,0.0,0.0,1.425,0.0,0.0,0.8179625,81.8
PRV51055,0,2.0,8350.0,16700.0,5.5,6.0,2.0,1.0,1068.0,20.0,247.0,4940.0,20.0,3.5,55.11917808219178,4.0,11350.0,190.0,1.0,1.0,0.1,33.80566801619433,0.0019091226,0.2
PRV51056,0,2.0,4000.0,8000.0,3.0,5.0,2.0,1.0,1068.0,20.0,335.0,6700.0,19.0,0.5,83.84931506849315,5.5,9500.0,2190.0,1.0,1.0526315789473684,0.1,11.940298507462687,0.02963053,3.0
PRV51057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1366.0,6830.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0037465293,0.4
PRV51058,0,5.0,18200.0,91000.0,7.4,16.0,5.0,5.0,1068.0,78.0,205.51282051282053,16030.0,71.0,2.5641025641025643,74.26630136986302,6.2,22684.0,2126.0,1.0,1.0985915492957747,0.0641025641025641,88.5589519650655,0.24167319,24.2
PRV51059,1,25.0,16040.0,401000.0,6.88,35.0,23.0,12.0,1068.0,71.0,282.53521126760563,20060.0,60.0,3.380281690140845,79.03265753424657,6.16,38933.6,1257.6,1.0869565217391304,1.1833333333333333,0.352112676056338,56.77168494516451,0.9460238,94.6
PRV51060,0,5.0,7000.0,35000.0,4.8,9.0,5.0,5.0,1068.0,37.0,235.40540540540542,8710.0,37.0,0.0,76.03342465753425,6.6,13408.0,1334.0,1.0,1.0,0.13513513513513514,29.73593570608496,0.0005653271,0.1
PRV51061,0,1.0,3000.0,3000.0,8.0,8.0,1.0,1.0,1068.0,144.0,360.69444444444446,51940.0,66.0,1.8055555555555556,84.8082191780822,5.0,5400.0,1380.0,1.0,2.1818181818181817,0.006944444444444444,8.317289179822872,0.06350031,6.4
PRV51062,0,3.0,15000.0,45000.0,4.333333333333333,6.0,3.0,3.0,1068.0,394.0,275.0761421319797,108380.0,164.0,1.8781725888324874,74.77534246575343,4.333333333333333,34636.666666666664,283.3333333333333,1.0,2.402439024390244,0.007614213197969543,54.530356154272006,0.21174589,21.2
PRV51063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,343.02013422818794,51110.0,115.0,1.0738255033557047,0.0,0.0,0.0,0.0,0.0,1.2956521739130435,0.0,0.0,0.05590415,5.6
PRV51064,1,36.0,7777.777777777777,280000.0,5.305555555555555,29.0,34.0,28.0,1068.0,267.0,300.8239700374532,80320.0,198.0,1.8726591760299625,72.22488584474885,5.25,12289.722222222223,1412.2222222222222,1.0588235294117647,1.3484848484848484,0.1348314606741573,25.854913678618857,0.9692392,96.9
PRV51065,0,10.0,7500.0,75000.0,5.6,17.0,10.0,3.0,961.2,18.0,87.22222222222223,1570.0,16.0,6.111111111111111,80.73835616438356,5.0,12529.0,2122.0,1.0,1.125,0.5555555555555556,85.9872611464968,0.0049033277,0.5
PRV51066,0,2.0,9500.0,19000.0,2.0,3.0,2.0,2.0,1068.0,22.0,263.1818181818182,5790.0,19.0,4.545454545454546,54.99589041095891,2.5,22500.0,1555.0,1.0,1.1578947368421053,0.09090909090909091,36.09671848013817,0.009578407,1.0
PRV51067,1,12.0,27166.666666666668,326000.0,6.583333333333333,23.0,11.0,6.0,1068.0,46.0,185.2173913043478,8520.0,39.0,6.086956521739131,79.29680365296804,5.25,47670.833333333336,1690.0,1.0909090909090908,1.1794871794871795,0.2608695652173913,146.67449139280126,0.9940905,99.4
PRV51068,0,9.0,8555.555555555555,77000.0,3.0,6.0,9.0,8.0,949.3333333333334,252.0,262.93650793650795,66260.0,206.0,1.746031746031746,73.10532724505327,4.444444444444445,12371.111111111111,1218.888888888889,1.0,1.2233009708737863,0.03571428571428571,32.538484757017805,0.057604667,5.8
PRV51070,0,10.0,10100.0,101000.0,4.1,15.0,10.0,10.0,1068.0,89.0,274.2696629213483,24410.0,61.0,3.3707865168539324,71.33150684931506,5.8,13106.0,2837.0,1.0,1.459016393442623,0.11235955056179775,36.82507169192954,0.14799933,14.8
PRV51071,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,356.25,8550.0,24.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012232538,1.2
PRV51072,0,12.0,6000.0,72000.0,4.25,13.0,12.0,10.0,979.0,200.0,235.85,47170.0,150.0,2.15,76.60091324200913,5.083333333333333,10261.666666666666,893.3333333333334,1.0,1.3333333333333333,0.06,25.43989824040704,0.15911712,15.9
PRV51074,0,5.0,6200.0,31000.0,2.6,4.0,5.0,4.0,1068.0,34.0,299.11764705882354,10170.0,34.0,2.3529411764705883,76.61808219178081,5.4,19692.0,1012.0,1.0,1.0,0.14705882352941177,20.727630285152408,0.007689925,0.8
PRV51075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,502.94117647058823,8550.0,13.0,4.117647058823529,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.098150425,9.8
PRV51076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,352.7586206896552,10230.0,27.0,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,1.0740740740740742,0.0,0.0,0.14382613,14.4
PRV51077,1,16.0,12437.5,199000.0,5.9375,19.0,13.0,1.0,1001.25,17.0,314.70588235294116,5350.0,17.0,11.764705882352942,72.76832191780822,6.9375,17585.625,3297.5,1.2307692307692308,1.0,0.9411764705882353,39.52102803738318,0.98551035,98.6
PRV51078,0,9.0,8444.444444444445,76000.0,6.666666666666667,21.0,9.0,3.0,949.3333333333334,14.0,162.14285714285714,2270.0,14.0,7.142857142857143,70.0572298325723,5.111111111111111,9604.444444444445,333.3333333333333,1.0,1.0,0.6428571428571429,52.08027410670583,0.07023667,7.0
PRV51081,0,6.0,13166.666666666666,79000.0,6.0,10.0,6.0,1.0,1068.0,194.0,232.37113402061857,45080.0,125.0,3.917525773195876,68.98995433789953,5.166666666666667,20226.666666666668,1786.6666666666667,1.0,1.552,0.030927835051546393,56.66223010943507,0.23454697,23.5
PRV51082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,160.88235294117646,5470.0,31.0,2.0588235294117645,0.0,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.013794294,1.4
PRV51083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,201.11111111111111,18100.0,81.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.011735577,1.2
PRV51084,1,20.0,9550.0,191000.0,5.65,28.0,19.0,14.0,1068.0,90.0,273.1111111111111,24580.0,67.0,5.888888888888889,71.68986301369863,5.7,13671.0,1143.0,1.0526315789473684,1.3432835820895523,0.2222222222222222,34.96745321399512,0.9764307,97.6
PRV51086,0,31.0,13322.58064516129,413000.0,4.838709677419355,11.0,30.0,12.0,1068.0,108.0,307.1296296296296,33170.0,86.0,0.5555555555555556,74.87335395492708,5.741935483870968,20045.8064516129,1878.0645161290322,1.0333333333333334,1.255813953488372,0.28703703703703703,43.37771207951219,0.17412446,17.4
PRV51089,0,18.0,9833.333333333334,177000.0,5.166666666666667,14.0,18.0,11.0,1008.6666666666666,210.0,256.6666666666667,53900.0,179.0,2.5714285714285716,72.5261796042618,5.166666666666667,18961.666666666668,1472.7777777777778,1.0,1.1731843575418994,0.08571428571428572,38.311688311688314,0.024828551,2.5
PRV51090,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,832.8571428571429,5830.0,7.0,8.571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0017787005,0.2
PRV51091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,210.6818181818182,9270.0,44.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009311785,0.9
PRV51093,0,2.0,5500.0,11000.0,6.0,11.0,2.0,1.0,1068.0,7.0,387.14285714285717,2710.0,7.0,0.0,83.76712328767124,5.5,15500.0,410.0,1.0,1.0,0.2857142857142857,14.206642066420663,0.00043734835,0.0
PRV51096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,640.0,3200.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0007117097,0.1
PRV51097,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,355.36,44420.0,71.0,1.84,0.0,0.0,0.0,0.0,0.0,1.7605633802816902,0.0,0.0,0.17167562,17.2
PRV51098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003407836,0.3
PRV51100,0,5.0,15600.0,78000.0,6.0,9.0,5.0,3.0,1068.0,0.0,0.0,0.0,0.0,0.0,71.2158904109589,3.6,15738.0,742.0,1.0,0.0,0.0,0.0,0.0039124293,0.4
PRV51101,0,3.0,5533.333333333333,16600.0,3.3333333333333335,6.0,3.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,57.73424657534247,6.333333333333333,9200.0,173.33333333333334,1.0,0.0,0.0,0.0,0.0012718557,0.1
PRV51102,0,12.0,12333.333333333334,148000.0,4.0,10.0,11.0,3.0,1068.0,0.0,0.0,0.0,0.0,0.0,80.4568493150685,4.75,14833.333333333334,739.1666666666666,1.0909090909090908,0.0,0.0,0.0,0.030835776,3.1
PRV51103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.33333333333333,440.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.94244194,94.2
PRV51104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,158.33333333333334,1900.0,9.0,9.166666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.20863107,20.9
PRV51105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,545.0,6540.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0018276776,0.2
PRV51108,0,19.0,8210.526315789473,156000.0,5.2631578947368425,16.0,19.0,6.0,1011.7894736842105,0.0,0.0,0.0,0.0,0.0,72.57000720980534,5.947368421052632,13471.052631578947,2044.2105263157894,1.0,0.0,0.0,0.0,0.07066435,7.1
PRV51109,0,3.0,6000.0,18000.0,6.333333333333333,9.0,3.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,56.81461187214612,8.333333333333334,7833.333333333333,1070.0,1.0,0.0,0.0,0.0,0.00086918555,0.1
PRV51110,0,5.0,5400.0,27000.0,10.2,28.0,5.0,3.0,1068.0,0.0,0.0,0.0,0.0,0.0,68.28109589041097,5.6,5456.0,1188.0,1.0,0.0,0.0,0.0,0.005974442,0.6
PRV51111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,415.6060606060606,54860.0,85.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,1.5529411764705883,0.0,0.0,0.094780214,9.5
PRV51112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,346.2171052631579,105250.0,195.0,2.664473684210526,0.0,0.0,0.0,0.0,0.0,1.558974358974359,0.0,0.0,0.16465324,16.5
PRV51113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,351.43939393939394,46390.0,78.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.29262546,29.3
PRV51114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,292.82442748091603,76720.0,160.0,2.1374045801526718,0.0,0.0,0.0,0.0,0.0,1.6375,0.0,0.0,0.3765626,37.7
PRV51115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,140.0,980.0,6.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.18573795,18.6
PRV51117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,162.5,1950.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.00987286,1.0
PRV51118,0,16.0,8500.0,136000.0,4.25,13.0,16.0,4.0,934.5,0.0,0.0,0.0,0.0,0.0,67.7125,5.0625,21635.0,7256.25,1.0,0.0,0.0,0.0,0.03732447,3.7
PRV51119,1,94.0,10478.72340425532,985000.0,5.9787234042553195,35.0,81.0,8.0,1022.5531914893617,1.0,95580.0,95580.0,1.0,865.0,75.60888953657826,5.361702127659575,22281.063829787236,3837.021276595745,1.1604938271604939,1.0,94.0,0.10963301322719522,0.9994542,99.9
PRV51120,0,7.0,7428.571428571428,52000.0,4.142857142857143,6.0,7.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,61.52994129158513,5.0,13302.857142857143,470.0,1.0,0.0,0.0,0.0,0.0016595165,0.2
PRV51121,0,6.0,13500.0,81000.0,6.5,10.0,6.0,3.0,1068.0,1.0,80.0,80.0,1.0,0.0,68.42146118721462,4.0,19375.0,5675.0,1.0,1.0,6.0,168.75,0.019634875,2.0
PRV51122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,160.0,1120.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0037195948,0.4
PRV51123,0,2.0,4500.0,9000.0,2.5,4.0,2.0,2.0,1068.0,29.0,617.5862068965517,17910.0,28.0,1.3793103448275863,60.83287671232877,6.0,9000.0,24090.0,1.0,1.0357142857142858,0.06896551724137931,7.2864321608040195,0.017223315,1.7
PRV51125,0,12.0,9166.666666666666,110000.0,4.333333333333333,11.0,12.0,12.0,1068.0,36.0,591.9444444444445,21310.0,20.0,7.777777777777778,63.59063926940639,4.583333333333333,9845.0,771.6666666666666,1.0,1.8,0.3333333333333333,15.485687470671046,0.00092288293,0.1
PRV51126,1,20.0,8850.0,177000.0,6.5,28.0,14.0,2.0,1068.0,0.0,0.0,0.0,0.0,0.0,70.41342465753425,5.65,18870.0,6082.5,1.4285714285714286,0.0,0.0,0.0,0.98686814,98.7
PRV51128,0,5.0,18000.0,90000.0,6.4,12.0,3.0,1.0,1068.0,45.0,271.55555555555554,12220.0,37.0,0.0,69.74739726027397,6.6,43276.0,1516.0,1.6666666666666667,1.2162162162162162,0.1111111111111111,66.2847790507365,0.0012060715,0.1
PRV51129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,238.75,22920.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,1.476923076923077,0.0,0.0,0.04091204,4.1
PRV51130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,710.0,4970.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0010989839,0.1
PRV51131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,145.0,1160.0,8.0,8.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020205652,2.0
PRV51132,0,1.0,4000.0,4000.0,4.0,4.0,1.0,1.0,1068.0,7.0,190.0,1330.0,5.0,0.0,70.71780821917808,2.0,4000.0,0.0,1.0,1.4,0.14285714285714285,21.05263157894737,0.007248541,0.7
PRV51134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,507.3333333333333,7610.0,12.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.038651176,3.9
PRV51135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0011249942,0.1
PRV51136,0,1.0,20000.0,20000.0,2.0,2.0,1.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,71.55068493150685,2.0,20000.0,400.0,1.0,0.0,0.0,0.0,0.002078823,0.2
PRV51137,0,1.0,6000.0,6000.0,7.0,7.0,1.0,1.0,1068.0,54.0,186.11111111111111,10050.0,50.0,5.185185185185185,85.8082191780822,5.0,27000.0,70.0,1.0,1.08,0.018518518518518517,32.23880597014925,0.0007345883,0.1
PRV51138,0,1.0,6000.0,6000.0,1.0,1.0,1.0,1.0,1068.0,25.0,297.2,7430.0,20.0,0.0,42.61369863013699,1.0,6300.0,0.0,1.0,1.25,0.04,20.18842530282638,0.12718104,12.7
